"107年08月24日每5秒委託成交統計"
"時間","累積委託買進筆數","累積委託買進數量","累積委託賣出筆數","累積委託賣出數量","累積成交筆數","累積成交數量","累積成交金額",
"12:17:30","3,364,737","21,569,281","3,851,426","13,054,561","598,688","3,262,755","71,449",
"12:17:35","3,365,309","21,568,216","3,852,220","13,053,496","598,841","3,263,397","71,465",
"12:17:40","3,365,908","21,578,971","3,853,027","13,066,619","598,967","3,263,774","71,474",
"12:17:45","3,366,572","21,566,333","3,854,000","13,021,374","599,156","3,264,508","71,508",
"12:17:50","3,367,246","21,560,097","3,854,841","13,030,690","599,272","3,264,767","71,520",
"12:17:55","3,367,756","21,562,117","3,855,669","13,042,252","599,388","3,265,110","71,533",
"12:18:00","3,368,429","21,562,866","3,856,582","13,049,213","599,517","3,265,529","71,549",
"12:18:05","3,369,025","21,565,178","3,857,426","13,049,948","599,662","3,266,078","71,566",
"12:18:10","3,369,828","21,555,570","3,858,394","13,045,302","599,801","3,266,401","71,580",
"12:18:15","3,370,408","21,541,485","3,859,344","13,045,203","599,950","3,266,790","71,594",
"12:18:20","3,370,942","21,570,749","3,860,083","13,060,547","600,042","3,267,544","71,604",
"12:18:25","3,371,297","21,579,755","3,860,819","13,068,159","600,192","3,267,911","71,617",
"12:18:30","3,371,948","21,570,989","3,861,679","13,058,560","600,329","3,269,036","71,630",
"12:18:35","3,372,422","21,588,892","3,862,296","13,068,645","600,446","3,270,749","71,641",
"12:18:40","3,373,067","21,575,356","3,863,084","13,052,717","600,540","3,271,118","71,648",
"12:18:45","3,373,523","21,579,858","3,863,704","13,053,760","600,666","3,271,820","71,662",
"12:18:50","3,374,123","21,580,154","3,864,503","13,053,497","600,826","3,273,209","71,678",
"12:18:55","3,374,588","21,558,603","3,865,210","13,041,779","600,922","3,273,832","71,690",
"12:19:00","3,375,327","21,568,395","3,866,159","13,053,988","601,098","3,275,535","71,709",
"12:19:05","3,375,979","21,564,376","3,866,920","13,056,943","601,201","3,275,818","71,719",
"12:19:10","3,376,569","21,571,083","3,867,664","13,059,631","601,279","3,276,016","71,726",
"12:19:15","3,377,531","21,555,696","3,868,784","13,048,828","601,460","3,276,406","71,746",
"12:19:20","3,378,394","21,578,789","3,869,718","13,056,891","601,566","3,276,753","71,756",
"12:19:25","3,378,981","21,576,955","3,870,530","13,054,701","601,684","3,277,304","71,770",
"12:19:30","3,379,592","21,571,262","3,871,366","13,059,032","601,800","3,277,530","71,781",
"12:19:35","3,380,311","21,565,359","3,872,293","13,055,968","601,963","3,278,604","71,795",
"12:19:40","3,380,865","21,577,330","3,873,055","13,056,954","602,102","3,279,095","71,809",
"12:19:45","3,381,534","21,582,938","3,873,893","13,068,263","602,213","3,279,653","71,823",
"12:19:50","3,382,047","21,582,838","3,874,629","13,069,522","602,350","3,280,061","71,846",
"12:19:55","3,382,601","21,586,570","3,875,544","13,068,123","602,485","3,282,215","71,860",
"12:20:00","3,383,284","21,583,848","3,876,680","13,072,361","602,652","3,284,465","71,881",
"12:20:05","3,383,896","21,560,528","3,877,717","13,061,404","602,848","3,288,303","71,906",
"12:20:10","3,384,630","21,566,438","3,878,684","13,065,011","603,040","3,288,874","71,927",
"12:20:15","3,385,303","21,566,886","3,879,544","13,064,713","603,209","3,289,924","71,947",
"12:20:20","3,386,117","21,565,951","3,880,476","13,066,065","603,356","3,291,081","71,964",
"12:20:25","3,386,915","21,559,899","3,881,389","13,069,564","603,522","3,291,705","71,984",
"12:20:30","3,388,032","21,544,648","3,882,911","13,064,365","603,689","3,292,339","72,009",
"12:20:35","3,388,730","21,558,109","3,883,866","13,073,388","603,782","3,292,776","72,019",
"12:20:40","3,389,383","21,562,174","3,884,849","13,065,076","603,925","3,293,355","72,033",
"12:20:45","3,390,180","21,552,701","3,885,854","13,067,547","604,034","3,293,612","72,049",
"12:20:50","3,390,571","21,564,600","3,886,490","13,074,197","604,135","3,293,901","72,057",
"12:20:55","3,391,328","21,557,435","3,887,449","13,071,731","604,213","3,294,096","72,066",
"12:21:00","3,392,074","21,572,815","3,888,378","13,077,373","604,350","3,295,484","72,082",
"12:21:05","3,392,793","21,572,321","3,889,238","13,070,309","604,491","3,296,944","72,096",
"12:21:10","3,393,316","21,567,108","3,890,053","13,082,378","604,612","3,297,139","72,107",
"12:21:15","3,393,807","21,572,839","3,890,654","13,084,080","604,721","3,297,474","72,115",
"12:21:20","3,394,287","21,573,680","3,891,328","13,085,917","604,866","3,299,701","72,134",
"12:21:25","3,395,206","21,567,251","3,892,496","13,086,700","604,995","3,300,587","72,151",
"12:21:30","3,396,323","21,530,879","3,893,678","13,072,657","605,236","3,301,346","72,193",
"12:21:35","3,397,371","21,553,503","3,895,037","13,087,257","605,409","3,302,016","72,212",
"12:21:40","3,398,250","21,560,362","3,896,060","13,088,084","605,542","3,302,687","72,229",
"12:21:45","3,398,765","21,573,655","3,896,821","13,108,326","605,650","3,303,029","72,239",
"12:21:50","3,399,268","21,572,345","3,897,636","13,103,273","605,755","3,303,424","72,249",
"12:21:55","3,399,703","21,567,893","3,898,299","13,102,335","605,873","3,303,682","72,270",
"12:22:00","3,400,285","21,572,046","3,899,173","13,101,264","605,978","3,303,990","72,282",
"12:22:05","3,400,845","21,573,081","3,900,000","13,106,426","606,090","3,304,380","72,294",
"12:22:10","3,401,553","21,566,851","3,900,957","13,098,829","606,224","3,304,727","72,307",
"12:22:15","3,402,253","21,562,582","3,901,971","13,096,704","606,372","3,305,169","72,329",
"12:22:20","3,402,884","21,570,753","3,902,770","13,100,435","606,510","3,305,451","72,341",
"12:22:25","3,403,885","21,560,261","3,904,041","13,084,050","606,729","3,306,852","72,379",
"12:22:30","3,404,813","21,560,873","3,905,341","13,086,094","606,947","3,307,444","72,401",
"12:22:35","3,405,517","21,583,320","3,906,349","13,098,522","607,104","3,308,008","72,427",
"12:22:40","3,406,101","21,570,587","3,907,225","13,087,797","607,293","3,308,422","72,455",
"12:22:45","3,406,803","21,565,956","3,908,092","13,086,078","607,420","3,309,099","72,475",
"12:22:50","3,407,545","21,581,289","3,909,066","13,097,006","607,561","3,309,464","72,494",
"12:22:55","3,408,795","21,557,941","3,910,523","13,072,323","607,722","3,310,038","72,520",
"12:23:00","3,409,479","21,570,723","3,911,455","13,088,112","607,861","3,310,572","72,540",
"12:23:05","3,409,948","21,587,432","3,912,129","13,096,619","607,990","3,310,854","72,559",
"12:23:10","3,410,554","21,586,881","3,912,980","13,088,108","608,124","3,311,098","72,571",
"12:23:15","3,411,142","21,590,320","3,913,876","13,091,753","608,236","3,311,400","72,581",
"12:23:20","3,411,611","21,596,173","3,914,701","13,101,638","608,368","3,312,108","72,594",
"12:23:25","3,412,306","21,592,092","3,915,688","13,104,050","608,553","3,312,565","72,623",
"12:23:30","3,412,795","21,596,578","3,916,459","13,097,009","608,697","3,313,126","72,636",
"12:23:35","3,413,281","21,596,611","3,917,150","13,101,854","608,848","3,313,719","72,651",
"12:23:40","3,414,270","21,581,998","3,918,423","13,103,342","609,024","3,314,530","72,673",
"12:23:45","3,415,282","21,566,440","3,919,680","13,097,826","609,170","3,314,973","72,686",
"12:23:50","3,415,998","21,577,730","3,920,708","13,101,707","609,279","3,315,442","72,695",
"12:23:55","3,416,886","21,571,660","3,921,725","13,095,791","609,439","3,315,926","72,708",
"12:24:00","3,417,578","21,588,127","3,922,816","13,097,950","609,530","3,316,180","72,718",
"12:24:05","3,418,276","21,598,858","3,923,847","13,102,768","609,653","3,316,551","72,731",
"12:24:10","3,418,941","21,596,578","3,924,871","13,106,207","609,758","3,316,805","72,741",
"12:24:15","3,419,614","21,584,697","3,925,856","13,096,323","609,896","3,317,524","72,755",
"12:24:20","3,420,307","21,602,876","3,926,759","13,109,366","610,032","3,317,840","72,771",
"12:24:25","3,421,027","21,587,227","3,927,772","13,102,836","610,226","3,318,373","72,788",
"12:24:30","3,421,887","21,584,668","3,928,871","13,108,686","610,408","3,319,139","72,807",
"12:24:35","3,422,650","21,572,993","3,929,722","13,096,316","610,543","3,319,530","72,827",
"12:24:40","3,423,313","21,580,411","3,930,557","13,110,964","610,715","3,320,433","72,852",
"12:24:45","3,424,131","21,581,714","3,931,622","13,117,241","610,885","3,321,401","72,866",
"12:24:50","3,424,757","21,582,198","3,932,452","13,112,043","611,067","3,321,967","72,886",
"12:24:55","3,425,263","21,587,148","3,933,139","13,116,216","611,205","3,322,990","72,897",
"12:25:00","3,426,298","21,589,433","3,934,269","13,085,152","611,404","3,323,971","72,929",
"12:25:05","3,427,448","21,576,394","3,935,814","13,076,119","611,562","3,324,641","72,948",
"12:25:10","3,428,699","21,523,876","3,937,353","13,051,325","611,828","3,326,835","72,983",
"12:25:15","3,429,532","21,543,894","3,938,513","13,057,000","611,988","3,327,571","72,997",
"12:25:20","3,430,456","21,542,747","3,939,673","13,063,057","612,143","3,328,159","73,013",
"12:25:25","3,432,029","21,589,898","3,941,435","13,076,823","612,280","3,328,637","73,030",
"12:25:30","3,432,845","21,592,945","3,942,535","13,083,641","612,469","3,329,041","73,053",
"12:25:35","3,433,767","21,604,862","3,943,731","13,089,231","612,616","3,329,556","73,068",
"12:25:40","3,434,603","21,608,505","3,944,841","13,088,236","612,782","3,330,027","73,088",
"12:25:45","3,435,378","21,604,738","3,945,847","13,091,383","612,872","3,330,217","73,098",
"12:25:50","3,435,850","21,619,442","3,946,607","13,099,269","613,027","3,330,614","73,113",
"12:25:55","3,436,735","21,604,941","3,947,557","13,098,047","613,181","3,331,193","73,133",
"12:26:00","3,437,193","21,627,116","3,948,260","13,099,448","613,341","3,331,594","73,151",
"12:26:05","3,437,747","21,624,764","3,949,177","13,093,634","613,527","3,332,224","73,177",
"12:26:10","3,438,715","21,641,214","3,950,011","13,056,945","614,152","3,367,118","73,252",
"12:26:15","3,439,589","21,614,853","3,951,320","13,051,108","614,302","3,368,429","73,280",
"12:26:20","3,440,845","21,634,958","3,952,757","13,060,533","614,425","3,369,128","73,300",
"12:26:25","3,441,464","21,655,318","3,953,658","13,071,928","614,543","3,369,367","73,316",
"12:26:30","3,442,067","21,639,125","3,954,522","13,070,391","614,674","3,370,177","73,338",
"12:26:35","3,442,762","21,628,141","3,955,593","13,082,708","614,895","3,371,013","73,370",
"12:26:40","3,443,543","21,630,908","3,956,766","13,088,180","615,041","3,371,546","73,391",
"12:26:45","3,444,517","21,649,681","3,958,064","13,095,294","615,173","3,372,995","73,406",
"12:26:50","3,445,264","21,643,098","3,959,159","13,107,521","615,292","3,373,901","73,423",
"12:26:55","3,445,915","21,653,450","3,960,117","13,104,962","615,389","3,374,263","73,432",
"12:27:00","3,446,871","21,663,614","3,961,206","13,095,951","615,495","3,374,514","73,440",
"12:27:05","3,447,437","21,665,440","3,962,085","13,103,507","615,604","3,374,910","73,449",
"12:27:10","3,448,363","21,657,623","3,963,106","13,109,659","615,715","3,375,334","73,456",
"12:27:15","3,449,232","21,664,287","3,964,114","13,115,539","615,845","3,375,824","73,467",
"12:27:20","3,449,872","21,665,056","3,965,072","13,120,900","615,975","3,376,221","73,479",
"12:27:25","3,450,336","21,670,412","3,965,759","13,128,166","616,100","3,376,961","73,490",
"12:27:30","3,451,113","21,678,354","3,966,625","13,135,992","616,280","3,377,460","73,507",
"12:27:35","3,451,729","21,675,245","3,967,486","13,138,169","616,444","3,377,864","73,522",
"12:27:40","3,452,351","21,678,167","3,968,409","13,129,915","616,666","3,378,429","73,549",
"12:27:45","3,452,724","21,680,169","3,969,001","13,139,480","616,774","3,378,650","73,558",
"12:27:50","3,453,533","21,672,843","3,969,954","13,120,834","616,914","3,379,820","73,569",
"12:27:55","3,454,224","21,669,543","3,970,843","13,135,124","617,064","3,380,143","73,578",
"12:28:00","3,455,104","21,669,038","3,972,085","13,113,781","617,209","3,380,597","73,588",
"12:28:05","3,455,735","21,662,801","3,972,911","13,121,325","617,408","3,381,979","73,612",
"12:28:10","3,456,138","21,672,381","3,973,611","13,125,712","617,531","3,382,460","73,624",
"12:28:15","3,456,979","21,666,730","3,974,628","13,121,243","617,692","3,383,264","73,641",
"12:28:20","3,457,967","21,662,986","3,975,808","13,120,560","617,834","3,383,781","73,657",
"12:28:25","3,458,584","21,668,238","3,976,604","13,124,103","617,973","3,384,274","73,676",
"12:28:30","3,459,897","21,652,066","3,978,099","13,113,072","618,155","3,384,697","73,695",
"12:28:35","3,460,612","21,670,870","3,978,999","13,122,647","618,277","3,385,149","73,708",
"12:28:40","3,461,414","21,679,521","3,979,971","13,125,214","618,419","3,385,712","73,719",
"12:28:45","3,462,153","21,683,747","3,980,980","13,130,742","618,539","3,386,241","73,733",
"12:28:50","3,462,646","21,679,110","3,981,745","13,132,247","618,699","3,386,665","73,751",
"12:28:55","3,463,655","21,671,304","3,982,893","13,136,751","618,856","3,387,196","73,770",
"12:29:00","3,464,417","21,671,668","3,983,902","13,133,378","619,038","3,387,757","73,791",
"12:29:05","3,464,864","21,681,109","3,984,584","13,138,557","619,129","3,388,061","73,799",
"12:29:10","3,465,360","21,690,788","3,985,316","13,144,241","619,317","3,389,728","73,819",
"12:29:15","3,465,882","21,685,299","3,986,051","13,137,635","619,438","3,389,986","73,832",
"12:29:20","3,466,598","21,682,052","3,986,982","13,136,774","619,544","3,390,363","73,842",
"12:29:25","3,467,372","21,652,054","3,987,820","13,136,805","619,706","3,391,622","73,878",
"12:29:30","3,468,266","21,639,481","3,989,014","13,144,156","619,923","3,392,466","73,902",
"12:29:35","3,469,556","21,654,931","3,990,391","13,151,796","620,145","3,393,197","73,929",
"12:29:40","3,470,913","21,658,213","3,991,799","13,142,767","620,544","3,396,250","73,964",
"12:29:45","3,472,104","21,650,678","3,993,096","13,132,055","620,730","3,397,145","73,986",
"12:29:50","3,473,285","21,677,292","3,994,546","13,149,954","620,855","3,397,433","73,996",
"12:29:55","3,473,958","21,678,877","3,995,465","13,153,867","620,980","3,397,842","74,014",
"12:30:00","3,475,200","21,674,408","3,996,769","13,152,657","621,139","3,398,170","74,033",
"12:30:05","3,476,673","21,665,416","3,998,840","13,051,558","621,393","3,398,810","74,074",
"12:30:10","3,477,825","21,667,448","4,000,308","13,008,966","621,617","3,399,730","74,101",
"12:30:15","3,478,939","21,645,265","4,001,791","12,993,923","621,799","3,400,864","74,125",
"12:30:20","3,479,916","21,654,828","4,003,144","12,987,335","621,979","3,402,030","74,145",
"12:30:25","3,480,723","21,666,435","4,004,422","12,977,370","622,193","3,402,843","74,171",
"12:30:30","3,481,881","21,637,325","4,005,964","12,956,503","622,364","3,403,602","74,197",
"12:30:35","3,482,728","21,648,409","4,007,312","12,955,958","622,577","3,405,333","74,221",
"12:30:40","3,483,845","21,677,143","4,008,696","12,954,562","622,781","3,406,248","74,238",
"12:30:45","3,484,474","21,678,678","4,009,689","12,971,925","622,920","3,406,608","74,249",
"12:30:50","3,485,144","21,694,147","4,010,801","12,978,874","623,083","3,406,991","74,262",
"12:30:55","3,486,011","21,684,376","4,011,876","12,975,000","623,296","3,407,838","74,280",
"12:31:00","3,486,949","21,644,230","4,013,117","12,968,773","623,492","3,408,799","74,300",
"12:31:05","3,487,554","21,648,983","4,014,005","12,975,276","623,687","3,409,311","74,318",
"12:31:10","3,488,367","21,648,878","4,015,010","12,964,272","623,865","3,410,145","74,335",
"12:31:15","3,489,207","21,658,457","4,016,099","12,968,992","624,001","3,410,670","74,349",
"12:31:20","3,490,001","21,664,903","4,017,394","12,970,626","624,172","3,411,408","74,363",
"12:31:25","3,490,476","21,688,205","4,018,098","12,979,241","624,285","3,411,707","74,372",
"12:31:30","3,491,040","21,684,446","4,018,908","12,983,414","624,411","3,411,998","74,388",
"12:31:35","3,491,662","21,670,751","4,019,918","12,986,165","624,635","3,412,726","74,414",
"12:31:40","3,492,584","21,674,874","4,021,004","12,974,794","624,831","3,413,440","74,433",
"12:31:45","3,493,089","21,688,326","4,021,810","12,995,759","625,068","3,414,048","74,459",
"12:31:50","3,493,954","21,672,529","4,022,911","12,975,491","625,269","3,414,964","74,482",
"12:31:55","3,494,709","21,669,422","4,023,857","12,976,049","625,461","3,415,432","74,497",
"12:32:00","3,495,720","21,680,324","4,025,056","12,971,058","625,618","3,415,916","74,514",
"12:32:05","3,496,503","21,681,846","4,026,113","12,975,691","625,809","3,416,626","74,533",
"12:32:10","3,497,233","21,690,565","4,027,038","12,987,706","625,966","3,417,024","74,549",
"12:32:15","3,497,815","21,687,372","4,027,895","12,982,968","626,172","3,417,602","74,585",
"12:32:20","3,498,504","21,696,820","4,028,903","12,991,250","626,366","3,418,209","74,610",
"12:32:25","3,498,951","21,703,336","4,029,616","12,998,424","626,609","3,419,417","74,639",
"12:32:30","3,499,745","21,701,021","4,030,661","12,995,561","626,847","3,420,553","74,667",
"12:32:35","3,500,698","21,692,122","4,031,752","12,993,050","627,082","3,421,376","74,693",
"12:32:40","3,501,603","21,702,538","4,032,928","13,009,297","627,281","3,422,120","74,720",
"12:32:45","3,502,295","21,699,883","4,033,905","13,008,934","627,469","3,422,460","74,739",
"12:32:50","3,503,362","21,694,886","4,035,089","13,004,407","627,668","3,423,282","74,764",
"12:32:55","3,504,208","21,683,616","4,036,256","13,000,793","627,896","3,424,121","74,785",
"12:33:00","3,504,733","21,694,164","4,037,055","13,004,635","628,062","3,424,868","74,804",
"12:33:05","3,505,506","21,683,983","4,038,044","12,993,963","628,281","3,426,167","74,830",
"12:33:10","3,506,130","21,693,520","4,038,970","13,001,813","628,491","3,426,976","74,854",
"12:33:15","3,507,113","21,691,043","4,040,300","12,995,176","628,738","3,427,843","74,874",
"12:33:20","3,507,717","21,703,372","4,041,217","12,996,240","628,901","3,428,205","74,888",
"12:33:25","3,508,264","21,707,657","4,042,002","12,998,996","629,049","3,428,583","74,900",
"12:33:30","3,509,068","21,709,466","4,043,132","13,005,286","629,226","3,429,197","74,918",
"12:33:35","3,510,104","21,700,201","4,044,411","13,004,479","629,433","3,430,050","74,938",
"12:33:40","3,510,712","21,721,237","4,045,291","13,009,076","629,600","3,430,479","74,957",
"12:33:45","3,511,753","21,695,050","4,046,632","12,999,222","629,786","3,431,033","74,982",
"12:33:50","3,512,515","21,682,479","4,047,749","13,000,518","629,971","3,431,462","75,002",
"12:33:55","3,513,436","21,669,569","4,048,839","12,997,828","630,134","3,432,282","75,019",
"12:34:00","3,514,355","21,684,004","4,050,112","12,993,320","630,271","3,432,546","75,033",
"12:34:05","3,514,893","21,691,192","4,050,989","12,992,416","630,469","3,433,238","75,058",
"12:34:10","3,516,052","21,676,084","4,052,419","12,991,700","630,653","3,434,509","75,093",
"12:34:15","3,516,731","21,681,159","4,053,355","12,988,407","630,789","3,435,118","75,110",
"12:34:20","3,517,405","21,682,671","4,054,198","12,988,482","630,908","3,435,805","75,121",
"12:34:25","3,517,861","21,674,510","4,054,944","12,989,114","631,085","3,436,313","75,138",
"12:34:30","3,518,566","21,669,471","4,055,883","12,984,787","631,289","3,437,051","75,162",
"12:34:35","3,519,265","21,680,534","4,056,894","12,993,345","631,465","3,437,548","75,182",
"12:34:40","3,520,250","21,684,446","4,058,091","12,988,457","631,621","3,438,344","75,202",
"12:34:45","3,521,473","21,649,633","4,059,624","12,975,955","631,803","3,438,941","75,222",
"12:34:50","3,522,254","21,659,461","4,060,668","12,995,424","631,960","3,439,786","75,238",
"12:34:55","3,523,312","21,655,930","4,061,874","12,983,045","632,209","3,441,110","75,274",
"12:35:00","3,524,914","21,634,009","4,063,648","12,988,670","632,407","3,442,559","75,304",
"12:35:05","3,525,968","21,644,961","4,065,078","12,993,901","632,670","3,444,093","75,331",
"12:35:10","3,526,873","21,687,986","4,066,354","13,013,905","632,848","3,445,031","75,346",
"12:35:15","3,527,833","21,672,044","4,067,576","13,009,141","633,045","3,446,272","75,371",
"12:35:20","3,528,555","21,649,090","4,068,628","13,005,442","633,239","3,446,866","75,397",
"12:35:25","3,529,666","21,662,562","4,069,882","12,997,544","633,408","3,447,936","75,417",
"12:35:30","3,530,559","21,681,438","4,071,042","12,995,971","633,637","3,449,665","75,447",
"12:35:35","3,531,296","21,684,277","4,071,921","13,004,751","633,823","3,450,858","75,471",
"12:35:40","3,532,384","21,650,657","4,073,388","12,991,803","633,987","3,451,717","75,491",
"12:35:45","3,533,142","21,697,655","4,074,493","13,019,468","634,174","3,452,406","75,517",
"12:35:50","3,533,754","21,675,556","4,075,392","13,027,658","634,359","3,453,422","75,544",
"12:35:55","3,534,566","21,673,411","4,076,417","13,021,137","634,534","3,455,343","75,561",
"12:36:00","3,535,592","21,659,110","4,077,725","13,022,690","634,690","3,456,525","75,579",
"12:36:05","3,536,327","21,648,321","4,078,679","13,014,504","634,875","3,458,044","75,602",
"12:36:10","3,536,858","21,670,553","4,079,494","13,026,930","635,021","3,458,557","75,616",
"12:36:15","3,537,244","21,669,259","4,080,095","13,027,940","635,178","3,459,702","75,628",
"12:36:20","3,537,961","21,632,847","4,081,093","13,021,580","635,352","3,461,362","75,646",
"12:36:25","3,538,521","21,633,110","4,081,915","13,012,885","635,497","3,462,473","75,660",
"12:36:30","3,539,502","21,637,345","4,083,153","13,010,803","635,687","3,463,678","75,686",
"12:36:35","3,540,287","21,624,976","4,084,126","12,997,213","635,863","3,464,874","75,703",
"12:36:40","3,541,092","21,657,529","4,085,102","13,024,584","636,010","3,465,435","75,716",
"12:36:45","3,541,581","21,668,047","4,085,740","13,036,138","636,157","3,466,312","75,731",
"12:36:50","3,542,347","21,689,305","4,087,022","13,025,887","636,335","3,467,577","75,759",
"12:36:55","3,543,013","21,696,760","4,087,952","13,038,984","636,526","3,468,014","75,777",
"12:37:00","3,544,430","21,717,125","4,089,511","13,035,364","636,706","3,468,516","75,793",
"12:37:05","3,545,772","21,686,210","4,091,058","13,018,016","636,859","3,468,925","75,817",
"12:37:10","3,546,412","21,706,979","4,091,934","13,030,707","637,025","3,469,383","75,841",
"12:37:15","3,547,173","21,706,170","4,092,986","13,025,284","637,265","3,470,291","75,864",
"12:37:20","3,547,918","21,652,645","4,094,064","13,007,144","637,471","3,470,813","75,890",
"12:37:25","3,549,070","21,644,321","4,095,669","13,002,337","637,654","3,471,265","75,911",
"12:37:30","3,550,192","21,694,688","4,097,078","13,027,772","637,984","3,472,272","75,948",
"12:37:35","3,550,790","21,699,916","4,098,026","13,026,993","638,180","3,472,876","75,971",
"12:37:40","3,551,454","21,713,149","4,098,994","13,030,668","638,374","3,473,654","75,988",
"12:37:45","3,552,235","21,720,505","4,099,964","13,042,050","638,551","3,474,488","76,004",
"12:37:50","3,553,635","21,699,004","4,101,491","13,037,402","638,770","3,475,624","76,030",
"12:37:55","3,554,725","21,703,258","4,102,795","13,037,279","639,009","3,476,173","76,047",
"12:38:00","3,555,366","21,700,476","4,103,803","13,042,259","639,232","3,478,180","76,070",
"12:38:05","3,556,184","21,692,676","4,104,777","13,025,855","639,396","3,479,166","76,084",
"12:38:10","3,556,818","21,701,860","4,105,881","13,028,887","639,595","3,480,566","76,099",
"12:38:15","3,557,754","21,710,360","4,106,945","13,034,461","639,735","3,481,569","76,110",
"12:38:20","3,558,689","21,702,554","4,107,827","13,039,077","639,903","3,483,056","76,124",
"12:38:25","3,559,917","21,693,065","4,109,095","13,022,819","640,058","3,484,079","76,140",
"12:38:30","3,560,731","21,686,992","4,110,131","13,022,490","640,248","3,485,221","76,157",
"12:38:35","3,561,442","21,704,127","4,111,002","13,027,505","640,404","3,486,285","76,172",
"12:38:40","3,562,485","21,695,209","4,112,173","13,024,760","640,605","3,487,228","76,191",
"12:38:45","3,563,287","21,704,400","4,113,204","13,028,286","640,776","3,488,865","76,210",
"12:38:50","3,564,115","21,721,770","4,114,187","13,021,888","640,940","3,489,893","76,224",
"12:38:55","3,564,869","21,706,690","4,115,154","13,030,739","641,072","3,491,327","76,237",
"12:39:00","3,565,662","21,732,109","4,116,134","13,029,961","641,226","3,492,190","76,251",
"12:39:05","3,566,361","21,725,135","4,117,091","13,024,870","641,393","3,493,558","76,267",
"12:39:10","3,567,382","21,739,082","4,118,525","13,043,708","641,585","3,495,545","76,286",
"12:39:15","3,568,426","21,716,604","4,119,914","13,032,359","641,785","3,497,260","76,307",
"12:39:20","3,569,074","21,726,788","4,120,922","13,041,533","641,936","3,498,138","76,321",
"12:39:25","3,569,546","21,739,235","4,121,637","13,050,978","642,081","3,499,252","76,333",
"12:39:30","3,570,159","21,744,908","4,122,479","13,044,128","642,219","3,500,905","76,345",
"12:39:35","3,570,844","21,724,339","4,123,531","13,022,515","642,347","3,501,253","76,356",
"12:39:40","3,571,496","21,718,577","4,124,428","13,043,701","642,479","3,502,787","76,370",
"12:39:45","3,572,295","21,720,053","4,125,373","13,044,548","642,616","3,503,738","76,377",
"12:39:50","3,573,430","21,727,676","4,126,724","13,035,247","642,753","3,504,676","76,391",
"12:39:55","3,574,206","21,744,742","4,127,632","13,043,385","642,916","3,505,153","76,406",
"12:40:00","3,575,346","21,732,264","4,128,820","13,017,653","643,051","3,506,295","76,429",
"12:40:05","3,576,359","21,746,163","4,130,035","13,046,374","643,231","3,507,344","76,445",
"12:40:10","3,577,283","21,749,504","4,131,235","13,040,983","643,448","3,509,149","76,465",
"12:40:15","3,578,575","21,726,376","4,132,571","13,047,797","643,576","3,510,273","76,483",
"12:40:20","3,579,520","21,745,475","4,133,668","13,040,788","643,747","3,511,965","76,499",
"12:40:25","3,580,552","21,749,515","4,134,882","13,054,104","643,982","3,513,525","76,525",
"12:40:30","3,581,818","21,739,066","4,136,311","13,042,746","644,238","3,516,387","76,548",
"12:40:35","3,582,797","21,739,901","4,137,356","13,049,991","644,406","3,517,889","76,563",
"12:40:40","3,583,588","21,751,004","4,138,314","13,057,945","644,557","3,518,744","76,580",
"12:40:45","3,584,650","21,749,642","4,139,616","13,055,028","644,689","3,519,695","76,593",
"12:40:50","3,585,392","21,755,726","4,140,485","13,057,199","644,836","3,520,958","76,605",
"12:40:55","3,586,119","21,754,714","4,141,345","13,060,939","644,996","3,521,943","76,619",
"12:41:00","3,587,047","21,757,839","4,142,415","13,055,119","645,181","3,524,670","76,637",
"12:41:05","3,587,966","21,747,858","4,143,432","13,060,611","645,354","3,525,416","76,658",
"12:41:10","3,588,678","21,775,150","4,144,451","13,069,297","645,551","3,526,352","76,681",
"12:41:15","3,589,555","21,772,385","4,145,446","13,062,129","645,788","3,526,963","76,706",
"12:41:20","3,590,451","21,781,650","4,146,549","13,068,737","646,014","3,527,740","76,733",
"12:41:25","3,591,113","21,784,866","4,147,392","13,070,548","646,187","3,528,297","76,754",
"12:41:30","3,592,306","21,783,716","4,148,747","13,050,570","646,364","3,529,029","76,783",
"12:41:35","3,593,031","21,791,416","4,149,673","13,070,543","646,516","3,529,382","76,797",
"12:41:40","3,593,833","21,792,457","4,150,715","13,072,569","646,684","3,530,305","76,815",
"12:41:45","3,594,728","21,796,852","4,151,862","13,076,031","646,860","3,530,986","76,841",
"12:41:50","3,595,626","21,780,457","4,152,937","13,078,657","647,015","3,531,425","76,853",
"12:41:55","3,596,384","21,799,056","4,153,882","13,086,498","647,210","3,532,071","76,871",
"12:42:00","3,597,164","21,796,488","4,154,873","13,070,571","647,365","3,532,562","76,884",
"12:42:05","3,598,107","21,807,048","4,155,826","13,073,327","647,544","3,532,989","76,905",
"12:42:10","3,598,936","21,800,352","4,156,948","13,078,017","647,691","3,533,468","76,922",
"12:42:15","3,599,754","21,794,072","4,157,949","13,069,419","647,863","3,534,291","76,937",
"12:42:20","3,600,831","21,787,948","4,159,053","13,064,191","648,026","3,534,706","76,956",
"12:42:25","3,601,529","21,797,865","4,159,786","13,070,654","648,157","3,535,259","76,970",
"12:42:30","3,602,013","21,806,418","4,160,472","13,071,308","648,288","3,535,599","76,980",
"12:42:35","3,602,542","21,790,036","4,161,174","13,070,052","648,431","3,536,026","76,991",
